Service name,Service type,Sub-type,Address line 1,Address line 2,Town,Postcode,Local authority,Phone,Email,Registered places,Operator (Provider),Operator's total sites,Company number,CIW approved services (provider),Responsible individual,Registered manager,Operating language,Provider registered,CIW service URN,Latitude,Longitude
Chestnut House Care Home,Care Home Service,Adults Without Nursing,Chestnut House Nursing Home,Hawarden Road Hope,Wrexham,LL12 9NH,Flintshire,01978760752,manager@chestnuthousecarehome.co.uk,41,Chestnut House Nursing Home Limited,1,03329392,1,Moira Jones,,English,2019-02-13,SIN-00008896-SJGG,53.118923,-3.032162
Clock House Residential,Care Home Service,Adults Without Nursing,Coast Road,,Holywell,CH8 9DZ,Flintshire,07794459936,benroberts@astarsupportservices.co.uk,17,Clock House Residential Limited,1,11566500,1,Benjamin Roberts,,English,2019-11-01,SIN-00010915-LXVP,53.305969,-3.248741
Croes Atti,Care Home Service,Adults Without Nursing,Croes Atti Residential Home,Prince Of Wales Avenue,Flint,CH6 5JU,Flintshire,01352733598,mark.holt@flintshire.gov.uk,31,Flintshire County Council Adults and Children's Services,7,,8,,,,2019-04-05,SIN-00009530-FVXD,53.242695,-3.126653
Estuary Gardens,Care Home Service,Adults Without Nursing,Estuary Gardens,Welsh Road,Deeside,CH5 2TG,Flintshire,01512942618,estuarygardens.mgr@crystalcarecollection.co.uk,66,Crystal Care Homes Deeside Limited,1,15510259,1,Maria Taylor,,English,2025-10-29,SIN-00015740-CLSG,53.220402,-3.002788
Lexham Green Care Home,Care Home Service,Adults Without Nursing,Lexham Green Rest Home,50 Brunswick Road,Buckley,CH7 2EP,Flintshire,01244547019,jaynelouise1@live.co.uk,28,Lexham Green Limited,1,04759085,1,Jayne Griffiths,,,2018-08-01,SIN-00008874-JGCT,53.167288,-3.072604
Options Pen-Y-Bryn,Care Home Service,Adults Without Nursing,Bryn Celyn,,Holywell,CH8 7QF,Flintshire,03300021823,rachael.hawkins@achievetogether.co.uk,4,OA2 ADULTS LIMITED,5,04228353,3,Rachael Hawkins,,English,2024-09-13,SIN-00014987-TNQG,53.281828,-3.218699
Options Phoenix House,Care Home Service,Adults Without Nursing,Bryn Celyn,,Holywell,CH8 7QF,Flintshire,01352716082,rachael.hawkins@achievetogether.co.uk,4,OA2 ADULTS LIMITED,5,04228353,2,Rachael Hawkins,,English,2024-09-13,SIN-00014986-LHVC,53.281828,-3.218699
Phoenix House,Care Home Service,Adults Without Nursing,Phoenix House,Phoenix Street Sandycroft,Deeside,CH5 2PD,Flintshire,01244535333,manager@phoenixhouse-sandycroft.co.uk,23,KM KAYANI LIMITED,1,15261160,1,Kamran Kayani,,English,2024-07-17,SIN-00014661-YDFH,53.196592,-3.000391
Sycamore Lodge Residential Care Home,Care Home Service,Adults Without Nursing,Sycamore Lodge Residential Home,110 Wood Lane Hawarden,Deeside,CH5 3JE,Flintshire,01244533769,campval769@aol.com,16,Sycamore Lodge (North Wales) Ltd,1,04412213,1,Valerie Campbell,,English,2018-11-27,SIN-00008998-BQLG,53.186636,-3.05212
The Cottage Nursing Home,Care Home Service,Adults With Nursing,54 Hendy Road,,Mold,CH7 1QS,Flintshire,01352 250228,manager.cottage@rosewoodhealthcaregroup.co.uk,47,Willowtree Healthcare limited,2,09630183,1,Sandeep Gupta,,,2019-02-15,SIN-00014641-KFNR,53.163916,-3.152485
Ty Croes Atti,Care Home Service,Adults Without Nursing,2 Cornist Road,,Flint,CH6 5HG,Flintshire,07585981381,mark.holt@flintshire.gov.uk,56,Flintshire County Council Adults and Children's Services,7,,6,Mark Holt,,,2019-04-05,SIN-00015835-XKPV,53.245789,-3.142486
Ty Golff,Care Home Service,Adults Without Nursing,New Options Holywell School,Kinsale Hall,Holywell,CH8 9DX,Flintshire,01745562500,matthew.thomas@achievetogether.co.uk,4,OA2 ADULTS LIMITED,5,04228353,5,rachael Hawkins,,English,2024-09-13,SIN-00014991-MLCJ,53.300793,-3.232999
Wellfield Rest Home,Care Home Service,Adults Without Nursing,Wellfield Rest Home,1 Wood Lane Hawarden,Deeside,CH5 3JD,Flintshire,01244536465,manager.wellfield@pearlcare.co.uk,30,Pearlcare(Wellfield)Ltd,1,05543019,1,Daniel Markovic,,,2019-05-29,SIN-00009118-FYPJ,53.188142,-3.046485
Bryn Awelon Care Home Limited,Care Home Service,Adults With Nursing,Bryn Awelon Nursing Home,Lon Fel,Criccieth,LL52 0LN,Gwynedd,01766522464,info@brynawelon.com,28,BRYN AWELON CARE HOME LIMITED,1,02925977,1,Selim Thomas,,English,2019-04-23,SIN-00009481-WQDG,52.922734,-4.240747
Bryn Blodau,Care Home Service,Adults Without Nursing,Bryn Blodau Residential Home,Ffestiniog,Blaenau Ffestiniog,LL41 4LW,Gwynedd,01766762621,sharonkeywood@gwynedd.llyw.cymru,41,Gwynedd Council Adults and Children's Services,15,,2,Rhion Glyn,,,2019-08-16,SIN-00011172-HGBJ,52.960047,-3.934228
Bryn Meddyg Care Home Ltd,Care Home Service,Adults Without Nursing,Bryn Meddyg,,Caernarfon,LL54 5AG,Gwynedd,01758750693,brynmeddygcarehomeltd@gmail.com,34,BRYN MEDDYG CARE HOME LTD,1,05995330,1,Iona Rogers,,,2019-05-20,SIN-00009728-HPGS,52.973769,-4.401808
Cefn Rodyn,Care Home Service,Adults Without Nursing,Maes Caled,,Dolgellau,LL40 1UG,Gwynedd,01341422975,traceygardener@gwynedd.llyw.cymru,21,Gwynedd Council Adults and Children's Services,15,,3,Rhion Glyn,,,2019-08-16,SIN-00011173-PXNC,52.742151,-3.895482
Dolwar  Residential Home,Care Home Service,Adults Without Nursing,Dolwar Residential Home,Llanbedrog,Pwllheli,LL53 7PA,Gwynedd,01758740923,dolwargw@yahoo.co.uk,17,WILLIAMS AND JONES,1,,1,Gwen Williams,,,2018-07-17,SIN-00008700-SFDV,52.858864,-4.492641
DOLWAR RESIDENTIAL HOME,Care Home Service,Adults Without Nursing,Dolwar Residential Home,Llanbedrog,Pwllheli,LL53 7PA,Gwynedd,01758740923,dolwargw@yahoo.co.uK,17,Dolwar Residential Home Ltd,1,15122305,1,Gwen Williams,,,2025-12-19,SIN-00015315-VWXY,52.858864,-4.492641
Gwynfa Lodge Residential Home,Care Home Service,Adults Without Nursing,Gwynfa Lodge Care Home,Bontnewydd,Caernarfon,LL54 7YH,Gwynedd,01286830414,inspirations03@gmail.com,20,Skyline Care Ltd,5,10861664,2,Richard Frimpong,,,2018-06-13,SIN-00016136-VNLF,53.105803,-4.271022
Gwynfa Residential Home,Care Home Service,Adults Without Nursing,Gwynfa Residential Home,North Road,Caernarfon,LL55 1BE,Gwynedd,01286676609,inspirations03@gmail.com,23,Skyline Care Ltd,5,10861664,3,Richard Frimpong,,English,2018-06-13,SIN-00016137-JMVR,53.147082,-4.268579
Hafod Mawddach,Care Home Service,Adults Without Nursing,Hafod Mawddach Residential Home,Marine Road,Barmouth,LL42 1NW,Gwynedd,01341280053,alexandracampbell@gwynedd.llyw.cymru,31,Gwynedd Council Adults and Children's Services,15,,4,Rhion Glyn,,,2019-08-16,SIN-00011174-SDMW,52.723981,-4.059868
Hillsboro Residential Care Home,Care Home Service,Adults Without Nursing,Hillsboro Residential Home,Neptune Road,Tywyn,LL36 9ET,Gwynedd,01654712170,hillsborocarehome@yahoo.com,5,Megan Bartlett,1,,1,Megan Bartlett,,,,SIN-00009904-MQXH,52.584438,-4.088081
Llwyngwian Fawr,Care Home Service,Adults Without Nursing,Llwyn Gwian Fawr,,Dyffryn Ardudwy,LL44 2DY,Gwynedd,01341247389,Gwenda.williams@achievetogether.co.uk,4,Achieve together Ltd,17,03153442,12,Rachael Hawkins,,,2019-01-17,SIN-00009095-RNTR,52.797557,-4.08856
Llys Cadfan,Care Home Service,Adults Without Nursing,Llys Cadfan,Brynhyfryd Road,Tywyn,LL36 9HG,Gwynedd,01654710257,kateylouisemcmullen@gwynedd.llyw.cymru,33,Gwynedd Council Adults and Children's Services,15,,5,Rhion Glyn,,,2019-08-16,SIN-00011175-KWRQ,52.58368,-4.085668
Plas Gwilym,Care Home Service,Adults Without Nursing,Plas Gwilym,Victoria Road,Caernarfon,LL54 6HD,Gwynedd,01286880442,sharronjones@gwynedd.llyw.cymru,27,Gwynedd Council Adults and Children's Services,15,,6,Rhion Glyn,,,2019-08-16,SIN-00011176-JRLG,53.053019,-4.281227
Plas Hafan,Care Home Service,Adults Without Nursing,Ffordd Dewi Sant,,Pwllheli,LL53 6EA,Gwynedd,01758720671,michellejones@gwynedd.llyw.cymru,30,Gwynedd Council Adults and Children's Services,15,,7,Rhion Glyn,,,2019-08-16,SIN-00011177-JKDM,52.935784,-4.523849
Plas Hedd,Care Home Service,Adults Without Nursing,Penrhyn Avenue,,Bangor,LL57 1LT,Gwynedd,01248351827,carysowen2@gwynedd.llyw.cymru,27,Gwynedd Council Adults and Children's Services,15,,8,Rhion Glyn,,,2019-08-16,SIN-00011178-DJNJ,53.222186,-4.116961
Plas Madryn Residential Home,Care Home Service,Adults Without Nursing,Plas Madryn Residential Home,Lon Uchaf Morfa Nefyn,Pwllheli,LL53 6AD,Gwynedd,01758720283,norma.stride@btconnect.com,20,Amron Premier Care LLP,1,OC314616,1,Norma Stride,,English,2018-12-21,SIN-00009838-FCLH,52.929994,-4.543645
Plas Maesincla,Care Home Service,Adults Without Nursing,Plas Maesincla,,Caernarfon,LL55 1DB,Gwynedd,01286672507,susanevans@gwynedd.llyw.cymru,23,Gwynedd Council Adults and Children's Services,15,,9,Rhion Glyn,,,2019-08-16,SIN-00011179-VTPX,53.142599,-4.262242
Plas Ogwen,Care Home Service,Adults Without Nursing,Plas Ogwen,,Bangor,LL57 3PW,Gwynedd,01248600752,sharonwynnewilliams@gwynedd.llyw.cymru,27,Gwynedd Council Adults and Children's Services,15,,10,Rhion Glyn,,,2019-08-16,SIN-00011180-KBKV,53.176557,-4.056007
Plas Pengwaith,Care Home Service,Adults Without Nursing,Plas Pengwaith Home For The Elderly,Maes Padarn,Caernarfon,LL55 4TP,Gwynedd,01286870360,lorrainepowell@gwynedd.llyw.cymru,31,Gwynedd Council Adults and Children's Services,15,,11,Rhion Glyn,,,2019-08-16,SIN-00011181-BCFT,53.116517,-4.12315
Plas Y Don,Care Home Service,Adults Without Nursing,Plas Y Don Residential Home,Bro Heli,Pwllheli,LL53 5BD,Gwynedd,01758612123,niathomas@gwynedd.llyw.cymru,28,Gwynedd Council Adults and Children's Services,15,,12,Rhion Glyn,,,2019-08-16,SIN-00011182-JNBX,52.883566,-4.415992
Tan Y Marian,Care Home Service,Adults Without Nursing,Morfa'r Garreg,,Pwllheli,LL53 5BB,Gwynedd,01758613810,bethanmairdavies@gwynedd.llyw.cymru,9,Gwynedd Council Adults and Children's Services,15,,13,Mari Jones,,,2019-08-16,SIN-00011183-DFFC,52.88243,-4.409523
Tirionfa Residential Care,Care Home Service,Adults Without Nursing,Llandderfel,,Bala,LL23 7HG,Gwynedd,01678530335,foulkes305@btinternet.com,11,Tirionfa Residential Care Home,1,,1,Janet Foulkes,,,2019-06-07,SIN-00011168-NCLB,52.923284,-3.517801
Willow Hall Residential Care Home limited,Care Home Service,Adults Without Nursing,Willow Hall Residential Home,North Road,Caernarfon,LL55 1BA,Gwynedd,01286672103,willowhall66@yahoo.co.uk,24,WILLOW HALL RESIDENTIAL CARE HOME LIMITED,1,14614253,1,Shakti Patel,,Welsh,2023-05-10,SIN-00013822-BWCQ,53.14433,-4.271006
Y Frondeg,Care Home Service,Adults Without Nursing,Y Frondeg,Maesincla,Caernarfon,LL55 1PS,Gwynedd,01286674888,joanlouisewilliams@gwynedd.llyw.cymru,11,Gwynedd Council Adults and Children's Services,15,,14,Mari Jones,,,2019-08-16,SIN-00011184-NGCR,53.14308,-4.25968
Bodelwyddan Residential Care Limited,Care Home Service,Adults Without Nursing,Ffordd Belan,,Rhosneigr,LL64 5JG,Isle of Anglesey,01407811289,bodelwyddan1@btconnect.com,16,Bodelwyddan Residential Care Ltd.,1,11800098,1,Gwynneth Bean,,,2019-06-18,SIN-00010975-TWMD,53.226366,-4.517719
Garreglwyd Residential Care Home,Care Home Service,Adults Without Nursing,Garreglwyd Residential Home,Garreglwyd Road,Holyhead,LL65 1NS,Isle of Anglesey,01407762443,garreglwyd@ynysmon.llyw.cymru,28,Isle of Anglesey County Council Adults and Children's Services,6,,6,Rachel Williams,,,2018-11-09,SIN-00009078-DWDN,53.310507,-4.642681
Hyland Residential Home Ltd,Care Home Service,Adults Without Nursing,Hyland,Druid Road,Menai Bridge,LL59 5BY,Isle of Anglesey,01248858338,hylands@me.com,5,Hyland Residential Home Ltd,1,05999301,1,David Davies,,English,2018-11-27,SIN-00009660-WSYL,53.231046,-4.163263
Pen Y Graig,Care Home Service,Adults Without Nursing,Pen Y Graig,,Brynteg,LL78 8QA,Isle of Anglesey,01248852843,penygraigres@hotmail.co.uk,3,Pen Y Graig,1,,1,Susan Roberts,,English,2018-11-27,SIN-00010074-YRQT,53.311389,-4.265276
Plas Dyffryn Residential Home,Care Home Service,Adults Without Nursing,Plas Dyffryn,Station Road,Holyhead,LL65 3EL,Isle of Anglesey,01407742064,jonathan@ansacareconcept.co.uk,16,Ansa Care Concept Ltd,1,04846922,1,,,English,2018-11-27,SIN-00009821-JRHD,53.280636,-4.566666
Plas Penmon Nursing Home,Care Home Service,Adults With Nursing,Plas Penmon Nursing Home,Penmon,Beaumaris,LL58 8RN,Isle of Anglesey,01248490788,buddug.jones@coeddu.com,24,Coed Du Hall Ltd,8,02873799,8,Esther Jones,,,2019-01-09,SIN-00009780-RPJQ,53.293354,-4.069956
Rhos Care Home,Care Home Service,Adults Without Nursing,Maltraeth,,Bodorgan,LL62 5AE,Isle of Anglesey,01407840182,info@rhoscyf.co.uk,33,Rhos Cyf,1,08371964,1,Ffion Jones,,Welsh,2019-06-27,SIN-00009655-JBTB,53.197829,-4.400097
Springholme Care Anglesey Ltd,Care Home Service,Adults Without Nursing,Springholme,Red Wharf Bay,Pentraeth,LL75 8EX,Isle of Anglesey,01248 450555,Carol.Tomkins@springholme.co.uk,45,SPRINGHOLME CARE ANGLESEY LTD,1,04415285,1,Carol Tomkins,,English,2019-01-17,SIN-00009222-FXHC,53.298052,-4.218122
TOWYN CAPEL RESIDENTIAL HOME,Care Home Service,Adults Without Nursing,Towyn Capel Retirement Home,Lon Towyn Capel Trearddur Bay,Holyhead,LL65 2TY,Isle of Anglesey,01407860227,inspirations03@gmail.com,30,Skyline Care Ltd,5,10861664,4,Richard Frimpong,,English,2018-06-13,SIN-00016138-QWLT,53.282091,-4.614731
Ty Gwyndy,Care Home Service,Adults Without Nursing,Gwyndy,Bull Bay Road,Amlwch,LL68 9EA,Isle of Anglesey,07793 803796,Gareth.oreilly@achievetogether.co.uk,4,Achieve together Ltd,17,03153442,5,Rachael Hawkins,,,2019-01-17,SIN-00015959-DMBN,53.410877,-4.350057
Woburn Hill,Care Home Service,Adults Without Nursing,2 High Street,,Cemaes Bay,LL67 0HH,Isle of Anglesey,01407481089,gareth.oreilly@achievetogether.co.uk,6,Achieve together Ltd,17,03153442,4,rachael Hawkins,,,2019-01-17,SIN-00012697-RDKN,53.412236,-4.4519
78 Westwood Drive,Care Home Service,Adults Without Nursing,78 Westwood Drive,,Treharris,CF46 5BL,Merthyr Tydfil,01443 414858,info.78Westwooddrive@swantoncare.com,1,SWANTON CARE & COMMUNITY LIMITED,24,05789785,11,Kate Townsley,,English,2025-02-04,SIN-00014774-BMQM,51.660625,-3.312806
80 Westwood Drive,Care Home Service,Adults Without Nursing,80 Westwood Drive,,Treharris,CF46 5BL,Merthyr Tydfil,01443 809335,info.80Westwooddrive@swantoncare.com,1,SWANTON CARE & COMMUNITY LIMITED,24,05789785,12,Kate Townsley,,English,2025-02-04,SIN-00014775-FQNB,51.660625,-3.312806
Caseys Lodge,Care Home Service,Adults Without Nursing,Caseys Lodge,Twyn Carmel,Merthyr Tydfil,CF48 1PF,Merthyr Tydfil,01685370200,markbevanr@aol.com,8,Care 4 U (Neath) Limited,2,06779316,1,Mark Richards,,English,2018-12-17,SIN-00009377-LXKD,51.751615,-3.417024
Elan Specialist Residential Care Service,Care Home Service,Adults Without Nursing,Leicester House,Aberfan Road,Merthyr Tydfil,CF48 4QN,Merthyr Tydfil,01443691724,craig.jones@elan-als.com,5,Elan Assisted Living Services Limited,2,07274654,1,Craig Jones,,English,2018-06-21,SIN-00008659-QTWT,51.692305,-3.345971
Ger Y Nant,Care Home Service,Adults Without Nursing,Ger-y-nant,Cardiff Road,Treharris,CF46 5NB,Merthyr Tydfil,01443 411253,info.Gerynant@swantoncare.com,4,SWANTON CARE & COMMUNITY LIMITED,24,05789785,14,Kate Townsley,,English,2025-02-04,SIN-00014777-GKPR,51.663823,-3.316252
Glynbargoed Care Home,Care Home Service,Adults Without Nursing,Glyn Bargoed House,Glyn Bargoed Road,Treharris,CF46 6AA,Merthyr Tydfil,01443412905,glynbargoedhouse@btconnect.com,24,Roemarsh Limited,1,02527907,1,Yousaf Waheed,,English,2019-04-26,SIN-00009745-SCGF,51.664629,-3.296322
Heddfan residential Home,Care Home Service,Adults Without Nursing,Heddfan Residential Home,101a,Merthyr Tydfil,CF48 1TD,Merthyr Tydfil,07734105237,Ruthparkertb@gmail.com,5,Marilyn Murray,1,,1,Marilyn Murray,,English,,SIN-00009212-YWND,51.743735,-3.409057
Llyswen Care Home,Care Home Service,Adults Without Nursing,Llyswen,Mount View,Merthyr Tydfil,CF47 0UX,Merthyr Tydfil,01685 658486,sgriffiths@prospersupport.co.uk,3,PROSPER CARE & SUPPORT LIMITED,5,12589173,4,Stuart Griffiths,,English,2021-11-22,SIN-00014387-RSFV,51.747839,-3.359151
Maes Y Bryn,Care Home Service,Adults Without Nursing,Maes-y-bryn,Cardiff Road,Treharris,CF46 5NB,Merthyr Tydfil,01443 413499,info.Maesybryn@swantoncare.com,5,SWANTON CARE & COMMUNITY LIMITED,24,05789785,13,Kate Townsley,,English,2025-02-04,SIN-00014776-GKRG,51.663823,-3.316252
Pantanas Care Centre,Care Home Service,Adults With Nursing,Pantanas Care Centre,Pantanas,Treharris,CF46 5BN,Merthyr Tydfil,01443570346,info@broadwaycare.co.uk,30,PANTANAS CARE CENTRE LTD,1,07575042,1,Santokh Bamrah,,English,2018-10-23,SIN-00009461-QGHH,51.662054,-3.308032
Plasnewydd Residential Home,Care Home Service,Adults Without Nursing,Plas Newydd Residential Home,Old Chapel Road Cefn Coed,Merthyr Tydfil,CF48 2PR,Merthyr Tydfil,01685382019,plas.newydd@btconnect.com,37,Plasnewydd Residential Homes Ltd,1,02014339,1,Mirza Baig,,English,2018-09-28,SIN-00009083-DDCC,51.761239,-3.403313
Prince Llewellyn Farm,Care Home Service,Adults Without Nursing,Prince Llewelyn Farm,,Treharris,CF46 5PG,Merthyr Tydfil,01443 412208,info.Princellewellynfarm@swantoncare.com,5,SWANTON CARE & COMMUNITY LIMITED,24,05789785,10,Kate Townsley,,English,2025-02-04,SIN-00014773-DGDJ,51.65784,-3.31978
Teulu Bach,Care Home Service,Adults Without Nursing,5 Park Terrace,,Merthyr Tydfil,CF47 8RF,Merthyr Tydfil,07734105237,Ruthparkertb@gmail.com,4,Ruth Parker,1,,1,Ruth Parker,,English,,SIN-00009179-BBNB,51.749952,-3.378409
Eriskay,Care Home Service,Adults Without Nursing,Eriskay,,Chepstow,NP16 6ND,Monmouthshire,01600860452,joanna@eriskaycare.co.uk,6,Eriskay residential Care LTD,1,05658905,1,Rhiannon Bailey,,English,2018-10-01,SIN-00009828-XTHB,51.723569,-2.718518
Gibraltar House,Care Home Service,Adults With Nursing,Gibraltar Care Village,Gibraltar House,Monmouth,NP25 5FL,Monmouthshire,01600775880,ciw@gibraltarnursinghome.com,95,Gibraltar Care Village Ltd,1,09409464,1,Tracey Greenwood,,English,2018-08-16,SIN-00009586-MQQF,51.803135,-2.718345
Heathdene,Care Home Service,Adults Without Nursing,Heathdene Care Home,Blaenavon Road Govilon,Abergavenny,NP7 9NY,Monmouthshire,01873830827,shannon.gallagher@achievetogether.co.uk,6,Achieve together Ltd,17,03153442,8,rachael Hawkins,,English,2019-01-17,SIN-00012464-PNGS,51.81639,-3.059451
Pen y Hill,Care Home Service,Adults Without Nursing,Pen Y Hill House,Pen Y Pound,Abergavenny,NP7 7RW,Monmouthshire,01873859139,shannon.gallagher@achievetogether.co.uk,5,Achieve together Ltd,17,03153442,9,rachael Hawkins,,English,2019-01-17,SIN-00012501-YBYM,51.831944,-3.026059
The Drive Residential Care home,Care Home Service,Adults Without Nursing,The Drive,Whitehall Gardens,Caldicot,NP26 3EW,Monmouthshire,01633882942,driveresidential@hotmail.com,4,Terry Vers,1,,1,Terry Vers,,English,,SIN-00009358-VGBY,51.577526,-2.81645
The Kings Rest,Care Home Service,Adults Without Nursing,The Kings Rest,,Abergavenny,NP7 8RG,Monmouthshire,01873821770,thekingsrest@hotmail.com,3,Ferry Care Ltd,1,07767753,1,Peter Cox,,English,2018-09-24,SIN-00009044-QXKP,51.850205,-2.9264
Bevans House,Care Home Service,Adults Without Nursing,7a Station Terrace,,Neath,SA10 9DH,Neath Port Talbot,01639701320,markbevanr@aol.com,6,Care 4 U (Neath) Limited,2,06779316,2,Mark Richards,,English,2018-12-17,SIN-00009378-FQVR,51.766452,-3.710347
Brynsiriol Care Home,Care Home Service,Adults Without Nursing,259/261 Neath Road,Briton Ferry,Neath,SA11 2SL,Neath Port Talbot,01639813277,info@brynsiriol.com,20,Bravemore Limited,1,01838365,1,Iestyn Davies,,English,2018-07-23,SIN-00008725-QFWC,51.640159,-3.817885
Clarian Hope Bryncoch Residential Care,Care Home Service,Adults Without Nursing,7 Crud Yr Awel,,Neath,SA10 7PG,Neath Port Talbot,01639635043,clarianhope@gmail.com,3,Clarian Hope LTD,3,06264104,1,Andrew Evans,,English,2018-07-31,SIN-00009114-SSCR,51.674254,-3.812885
Clarian Hope LTD Port Talbot Residential Care,Care Home Service,Adults Without Nursing,78 Penllyn,Cwmavon,Port Talbot,SA12 9NN,Neath Port Talbot,01639687540,clarianhope@gmail.com,3,Clarian Hope LTD,3,06264104,2,Andrew Evans,,English,2018-07-31,SIN-00009115-NHMX,51.616919,-3.758513
EMJ & GP Ltd TA Park View Care Home,Care Home Service,Adults Without Nursing,94 Gnoll Park Road,,Neath,SA11 3DD,Neath Port Talbot,01639641861,manager.pvch@gmail.com,34,EMJ & GP Limited,1,06203383,1,Fernando Neto,,English,2018-08-21,SIN-00008810-WVGS,51.664433,-3.798409
Gardens Care Home,Care Home Service,Adults Without Nursing,42 Victoria Gardens,,Neath,SA11 3BH,Neath Port Talbot,01639760275,garethwilliams@gardenscarehome.co.uk,4,Gardens Care Limited,2,07249965,2,Gareth Williams,,English,2019-01-10,SIN-00010088-DHKP,51.661128,-3.801069
Glangarnant,Care Home Service,Adults Without Nursing,Glan Garnant,Neuadd Road,Ammanford,SA18 1UF,Neath Port Talbot,01269 825740,glangarnant@swantoncare.com,9,SWANTON CARE & COMMUNITY LIMITED,24,05789785,22,Kate Townsley,,English,2025-02-04,SIN-00014806-CYWC,51.801706,-3.894187
Gnoll Nursing Home,Care Home Service,Adults With Nursing,Gnoll Nursing Home,27 Gnoll Park Road,Neath,SA11 3BT,Neath Port Talbot,01639637988,gm-neath@serenity-homes.org,29,Serenity Homes Limited,1,05865450,1,Nargis Sardar,,English,2018-08-09,SIN-00008996-MKFJ,51.662972,-3.799248
Queens Care Home,Care Home Service,Adults Without Nursing,The Queens,Queen Street,Port Talbot,SA13 3BL,Neath Port Talbot,01639 850512,david.kwei@rushcliffehospitals.co.uk,4,Rushcliffe Independent Hospitals (Aberavon) Limited,1,05838291,1,David Kwei,,English,2025-11-17,SIN-00015869-ZYRV,51.680852,-3.628921
Rhyd Hir,Care Home Service,Adults Without Nursing,12B Rhyd Hir,,Neath,SA10 7HP,Neath Port Talbot,01792817736,wales.services@nas.org.uk,3,National Autistic Society,9,01205298,8,,,English,2019-06-12,SIN-00009868-VYFC,51.671099,-3.83078
Trem Y Glyn Residential Home,Care Home Service,Adults Without Nursing,Trem-y-glyn Residential Care Home,Park Avenue Glynneath,Neath,SA11 5DW,Neath Port Talbot,01639 720786,s.jones14@npt.gov.uk,27,Neath Port Talbot County Borough Council,4,,3,Sorelle Jones,,,2019-02-01,SIN-00015230-WMFJ,51.745515,-3.626292
Ty Canol,Care Home Service,Adults Without Nursing,Ty Canol,Longford Court,Neath,SA10 7HN,Neath Port Talbot,01792326826,wales.services@nas.org.uk,3,National Autistic Society,9,01205298,3,Danielle Wilson,,English,2019-06-12,SIN-00009859-VHWF,51.671639,-3.831336
Ty Coed,Care Home Service,Adults Without Nursing,Ty Coed,Longford Court,Neath,SA10 7HN,Neath Port Talbot,01792326825,wales.services@nas.org.uk,5,National Autistic Society,9,01205298,5,Danielle Wilson,,English,2019-06-12,SIN-00009862-WRFV,51.671639,-3.831336
Ty Coed Bungalow,Care Home Service,Adults Without Nursing,Ty Coed Bungalow,Longford Court,Neath,SA10 7HN,Neath Port Talbot,01792326822,wales.services@nas.org.uk,2,National Autistic Society,9,01205298,6,Danielle Wilson,,English,2019-06-12,SIN-00009864-KGHW,51.671639,-3.831336
Ty Gwerthfawr,Care Home Service,Adults Without Nursing,Ty Gwerth Fawr,Gellinudd Pontardawe,Swansea,SA8 3DX,Neath Port Talbot,01792885126,referrals@manddcare.co.uk,12,M&D Care Operations Ltd,17,13974689,15,Michelle Martin,,,2023-09-19,SIN-00015284-HCGK,51.723299,-3.830861
Ty Mawr,Care Home Service,Adults Without Nursing,Ty Mawr,Longford Court,Neath,SA10 7HN,Neath Port Talbot,01792326820,wales.services@nas.org.uk,4,National Autistic Society,9,01205298,4,Danielle Wilson,,English,2019-06-12,SIN-00009861-CNNX,51.671639,-3.831336
Ty Nant Care Home,Care Home Service,Adults With Nursing,Tynant Nursing Home,Viaduct Road,Port Talbot,SA13 3NR,Neath Port Talbot,01639851852,manager@tynantcarehome.com,61,GLASSLIGHTS LIMITED,1,02052685,1,Ayesha Ahmad,,English,2018-11-08,SIN-00009765-PYBH,51.649857,-3.633361
106 Thompson Avenue,Care Home Service,Adults Without Nursing,106 Thompson Avenue,,Newport,NP19 4LX,Newport,07884218744,enquiries@principalitycare.com,4,Principality Care Ltd,2,16128976,2,Alun Phillips,,English,2025-08-19,SIN-00015973-NSLG,51.582295,-2.955464
Capel Grange Care Home,Care Home Service,Adults With Nursing,Capel Grange Community Nursing Home,Capel Crescent,Newport,NP20 2FG,Newport,01633 258901,neena@amayacarehomes.co.uk,72,Amaya Care Homes (Capel) Limited,1,15038957,1,Neena Gupta,,English,2025-01-15,SIN-00014619-VRWX,51.577039,-2.990739
Claremont Court Care Home Ltd,Care Home Service,Adults With Nursing,Claremont Court Care Home,56 Pillmawr Road,Newport,NP20 6WG,Newport,01633854813,janeteagles@hotmail.co.uk,36,Claremont Court Care Home Ltd,1,08148083,1,Janet Eagles,,English,2019-01-07,SIN-00009008-DHJS,51.610905,-3.002061
Eleanor Hodson House Nursing Home,Care Home Service,Adults With Nursing,Eleanor Hodson House,Pillmawr Road,Newport,NP18 3QZ,Newport,01633 430994,care@eleanorhodsonhouse.co.uk,32,Isca Care Limited,1,13501889,1,"Arun Patel,Rita Patel",,,2021-12-03,SIN-00012769-PQWC,51.611542,-2.989583
Florence Justice Christian Home,Care Home Service,Adults Without Nursing,Florence Justice Residential Home,19 Stow Park Circle,Newport,NP20 4HF,Newport,01633221800,info@florencejustice.co.uk,27,Martin Phelps,1,,1,Martin Phelps,,English,,SIN-00009730-SBMP,51.581507,-3.01094
